                                           ,f1-score           ,precision          ,recall             ,support
No activity                                ,0.6388513928089337 ,0.9935114503816794 ,0.47079037800687284,5529.0
Walking                                    ,0.35372636262513907,0.21691678035470668,0.9578313253012049 ,166.0
Jogging                                    ,0.7762237762237763 ,0.74               ,0.8161764705882353 ,136.0
Running                                    ,0.8127208480565371 ,0.7278481012658228 ,0.92               ,125.0
Jump up                                    ,0.35443037974683544,0.2692307692307692 ,0.5185185185185185 ,27.0
Jump front and back                        ,0.42372881355932196,0.3424657534246575 ,0.5555555555555556 ,45.0
Jump sideways                              ,0.26865671641791045,0.45               ,0.19148936170212766,47.0
Jump leg/arms open/closed                  ,0.8080808080808082 ,0.8163265306122449 ,0.8                ,50.0
Jump rope                                  ,0.4923076923076923 ,0.4                ,0.64               ,25.0
Trunk twist (arms outstretched)            ,0.6388888888888888 ,0.8518518518518519 ,0.5111111111111111 ,90.0
Trunk twist (elbows bent)                  ,0.5121951219512196 ,0.36416184971098264,0.863013698630137  ,73.0
Waist bends forward                        ,0.6804123711340206 ,0.55               ,0.8918918918918919 ,74.0
Waist rotation                             ,0.3715170278637771 ,0.23166023166023167,0.9375             ,64.0
Waist bends (reach foot with opposite hand),0.8695652173913043 ,0.8955223880597015 ,0.8450704225352113 ,71.0
Reach heels backwards                      ,0.696969696969697  ,0.6133333333333333 ,0.8070175438596491 ,57.0
Lateral bend                               ,0.10772357723577236,0.05698924731182796,0.9814814814814815 ,54.0
Lateral bend with arm up                   ,0.3740458015267175 ,0.23557692307692307,0.9074074074074074 ,54.0
Repetitive forward stretching              ,0.5789473684210527 ,0.5                ,0.6875             ,32.0
Upper trunk and lower body opposite twist  ,0.47863247863247865,0.358974358974359  ,0.717948717948718  ,39.0
Lateral elevation of arms                  ,0.6046511627906976 ,0.6842105263157895 ,0.5416666666666666 ,48.0
Frontal elevation of arms                  ,0.3508771929824561 ,0.22598870056497175,0.7843137254901961 ,51.0
Frontal hand claps                         ,0.6481481481481481 ,0.5737704918032787 ,0.7446808510638298 ,47.0
Frontal crossing of arms                   ,0.6666666666666666 ,0.6190476190476191 ,0.7222222222222222 ,54.0
Shoulders high-amplitude rotation          ,0.5038167938931297 ,0.39759036144578314,0.6875             ,48.0
Shoulders low-amplitude rotation           ,0.297029702970297  ,0.20833333333333334,0.5172413793103449 ,29.0
Arms inner rotation                        ,0.3111111111111111 ,0.1958041958041958 ,0.7567567567567568 ,37.0
Knees (alternating) to the breast          ,0.28571428571428575,0.2608695652173913 ,0.3157894736842105 ,19.0
Heels (alternatively) to the backside      ,0.5098039215686275 ,0.40625            ,0.6842105263157895 ,19.0
Knees bending (crouching)                  ,0.6315789473684211 ,0.5192307692307693 ,0.8059701492537313 ,67.0
Knees (alternating) bending forward        ,0.4417177914110429 ,0.29508196721311475,0.8780487804878049 ,82.0
Rotation on the knees                      ,0.4935064935064935 ,0.34545454545454546,0.8636363636363636 ,44.0
Rowing                                     ,0.48044692737430167,0.3161764705882353 ,1.0                ,86.0
Elliptical bike                            ,0.7019867549668874 ,0.5824175824175825 ,0.8833333333333333 ,120.0
Cycling                                    ,0.9516129032258064 ,0.944              ,0.959349593495935  ,123.0
accuracy                                   ,0.5626310272536688 ,0.5626310272536688 ,0.5626310272536688 ,0.5626310272536688
macro avg                                  ,0.5328321512805959 ,0.47613516757899127,0.7401477560663325 ,7632.0
weighted avg                               ,0.6212543777214057 ,0.8589761185249352 ,0.5626310272536688 ,7632.0
